Charger Type,Charging End Time,Charging Start Time,City,Installation Date,Month,Operational Status,Payment Mode,Session ID,Station ID,Total Sessions,User ID,Vehicle Type,Average Energy Per Session,Billed Amount INR,Charging Duration min,Energy Delivered kWh,Latitude,Longitude,No of Ports,Power Rating kW,Year
DC Fast,12-06-2022 04:36,12-06-2022 03:48,Hyderabad,18-08-2023,June,Active,Wallet,SESS0181,STN140,SESS0181,USR4573,2W,291.57,1736.81,48,291.57,17.607438,72.546434,5,7.4,2022
AC Fast,24-05-2022 19:42,24-05-2022 18:53,Bangalore,16-01-2023,May,Active,Wallet,SESS0012,STN139,SESS0012,USR2274,Bus,100.24,765.36,49,100.24,18.875948,75.827114,5,50,2022
DC Fast,01-09-2022 20:54,01-09-2022 18:18,Hyderabad,14-05-2022,September,Inactive,UPI,SESS0055,STN146,SESS0055,USR3056,2W,197.41,1004.22,156,197.41,18.276125,73.716525,2,3.3,2022
AC Slow,17-07-2022 07:01,17-07-2022 04:35,Delhi,23-07-2023,July,Inactive,Wallet,SESS0234,STN127,SESS0234,USR9003,Bus,138.23,1490.36,146,138.23,18.093831,72.237926,2,120,2022
AC Fast,20-08-2022 04:55,20-08-2022 02:27,Pune,02-08-2022,August,Inactive,Wallet,SESS0270,STN166,SESS0270,USR7631,4W,21.42,104.11,148,21.42,17.940541,73.495452,3,120,2022
AC Slow,16-09-2022 02:55,16-09-2022 02:18,Bangalore,23-05-2022,September,Inactive,UPI,SESS0032,STN144,SESS0032,USR2694,4W,239.07,1786.26,37,239.07,18.746438,74.557522,4,15,2022
AC Fast,31-07-2022 19:25,31-07-2022 17:37,Mumbai,11-11-2022,July,Inactive,Credit Card,SESS0140,STN182,SESS0140,USR7068,3W,195.26,1795.2,108,195.26,18.998709,74.494395,2,15,2022
DC Fast,11-02-2022 05:59,11-02-2022 04:33,Mumbai,19-06-2023,February,Inactive,Credit Card,SESS0100,STN193,SESS0100,USR3265,Bus,18.97,193.99,86,18.97,18.671077,74.699024,5,3.3,2022
DC Fast,05-06-2022 05:43,05-06-2022 04:05,Bangalore,09-07-2023,June,Inactive,Net Banking,SESS0282,STN116,SESS0282,USR7169,2W,80.55,475.12,98,80.55,18.975783,74.890174,2,7.4,2022
AC Slow,11-11-2022 08:00,11-11-2022 05:59,Bangalore,21-04-2023,November,Inactive,Wallet,SESS0141,STN181,SESS0141,USR9390,3W,210.14,1284.29,121,210.14,17.781748,74.841742,3,3.3,2022
AC Fast,03-10-2022 13:31,03-10-2022 10:43,Delhi,30-01-2023,October,Inactive,Credit Card,SESS0087,STN135,SESS0087,USR5072,Bus,167.59,1635.42,168,167.59,17.061008,76.805597,2,120,2022
AC Fast,04-06-2022 08:53,04-06-2022 07:35,Hyderabad,15-08-2021,June,Inactive,Wallet,SESS0059,STN117,SESS0059,USR6621,3W,188.92,1722.3,78,188.92,18.940129,76.535873,4,7.4,2022
DC Fast,26-03-2022 23:30,26-03-2022 22:12,Hyderabad,04-02-2022,March,Inactive,Net Banking,SESS0054,STN107,SESS0054,USR1591,Bus,164.17,686.34,78,164.17,18.088254,76.395947,4,50,2022
AC Slow,10-06-2022 00:39,09-06-2022 21:52,Hyderabad,24-08-2022,June,Inactive,Credit Card,SESS0277,STN142,SESS0277,USR6015,3W,95.12,561.75,167,95.12,18.967836,74.189023,3,15,2022
AC Fast,13-11-2022 02:52,13-11-2022 01:39,Pune,09-05-2023,November,Inactive,Net Banking,SESS0258,STN116,SESS0258,USR6569,4W,6.24,63.66,73,6.24,17.545155,72.383227,2,120,2022
DC Fast,10-10-2022 06:20,10-10-2022 04:03,Hyderabad,07-06-2022,October,Inactive,UPI,SESS0065,STN114,SESS0065,USR3939,2W,143.7,1094.09,137,143.7,18.375783,75.112265,4,15,2022
AC Slow,20-08-2022 08:01,20-08-2022 05:06,Pune,11-09-2021,August,Active,Net Banking,SESS0189,STN166,SESS0189,USR1997,Bus,58.05,682.6,175,58.05,17.835739,75.324408,5,120,2022
AC Slow,29-12-2022 05:51,29-12-2022 04:49,Pune,07-11-2021,December,Inactive,Net Banking,SESS0185,STN116,SESS0185,USR1820,2W,40.24,427.74,62,40.24,17.647901,73.706523,4,120,2022
AC Slow,13-10-2022 05:31,13-10-2022 03:53,Delhi,23-09-2023,October,Inactive,Credit Card,SESS0010,STN100,SESS0010,USR9433,2W,118.41,1060.43,98,118.41,17.479561,76.102331,5,15,2022
DC Fast,20-10-2022 04:10,20-10-2022 02:56,Bangalore,26-02-2021,October,Active,Net Banking,SESS0048,STN122,SESS0048,USR8170,3W,177.27,970.94,74,177.27,18.372992,74.593532,3,7.4,2022
AC Fast,14-11-2022 02:01,14-11-2022 01:07,Mumbai,15-03-2022,November,Inactive,Wallet,SESS0184,STN135,SESS0184,USR6447,4W,285.08,3018.57,54,285.08,18.579064,77.456856,6,120,2022
AC Slow,21-02-2022 06:09,21-02-2022 04:24,Pune,12-05-2022,February,Active,Credit Card,SESS0095,STN164,SESS0095,USR3848,2W,252.86,2295,105,252.86,18.213951,77.148614,4,7.4,2022
DC Fast,31-03-2022 04:25,31-03-2022 02:13,Delhi,11-06-2023,March,Inactive,Wallet,SESS0244,STN142,SESS0244,USR8318,4W,260.91,2386.02,132,260.91,17.013839,77.606042,2,7.4,2022
DC Fast,01-07-2022 19:09,01-07-2022 18:31,Mumbai,06-12-2021,July,Active,Credit Card,SESS0291,STN135,SESS0291,USR9242,2W,159.85,1664.09,38,159.85,17.683592,72.369444,5,120,2022
AC Slow,17-06-2022 09:45,17-06-2022 07:30,Bangalore,01-09-2021,June,Active,UPI,SESS0289,STN169,SESS0289,USR8480,4W,299.99,1508.22,135,299.99,18.532724,76.197534,2,50,2022
DC Fast,10-04-2022 08:56,10-04-2022 06:58,Hyderabad,14-05-2022,April,Inactive,UPI,SESS0055,STN146,SESS0055,USR3056,2W,49.35,301.44,118,49.35,18.276125,73.716525,2,3.3,2022
AC Slow,03-11-2022 05:16,03-11-2022 03:58,Hyderabad,24-08-2022,November,Inactive,Credit Card,SESS0277,STN142,SESS0277,USR6015,3W,140.12,1234.41,78,140.12,18.967836,74.189023,3,15,2022
AC Slow,04-04-2022 16:47,04-04-2022 15:05,Pune,14-05-2021,April,Inactive,Wallet,SESS0041,STN158,SESS0041,USR6642,Bus,24.46,226.9,102,24.46,17.592908,73.266921,5,120,2022
AC Fast,28-09-2022 09:24,28-09-2022 07:04,Delhi,03-02-2023,September,Active,UPI,SESS0161,STN107,SESS0161,USR3472,Bus,224.74,2402.94,140,224.74,18.075733,74.977909,2,50,2022
DC Fast,01-12-2022 17:25,01-12-2022 15:01,Mumbai,27-06-2023,December,Inactive,Wallet,SESS0018,STN128,SESS0018,USR4768,3W,160.73,1128.73,144,160.73,17.231094,72.878935,2,7.4,2022
AC Fast,29-07-2022 14:21,29-07-2022 13:48,Pune,25-04-2022,July,Active,Wallet,SESS0197,STN178,SESS0197,USR4045,Bus,106.05,1199.47,33,106.05,18.172253,75.165205,2,7.4,2022
AC Slow,05-08-2022 21:28,05-08-2022 19:56,Hyderabad,11-05-2021,August,Inactive,Net Banking,SESS0047,STN112,SESS0047,USR6240,3W,172.6,1394.5,92,172.6,17.55011,75.100619,3,3.3,2022
AC Fast,04-02-2022 15:04,04-02-2022 13:27,Pune,28-05-2021,February,Inactive,Net Banking,SESS0251,STN199,SESS0251,USR5035,4W,282.56,2018.11,97,282.56,18.267605,75.136556,6,120,2022
DC Fast,13-01-2022 09:17,13-01-2022 07:29,Mumbai,02-07-2021,January,Inactive,UPI,SESS0284,STN123,SESS0284,USR1574,2W,196.33,1328.36,108,196.33,17.535066,75.758859,5,15,2022
AC Fast,24-04-2022 22:53,24-04-2022 22:18,Bangalore,11-02-2023,April,Active,UPI,SESS0128,STN144,SESS0128,USR5055,2W,170.38,1480.38,35,170.38,18.959412,72.278678,2,120,2022
DC Fast,21-04-2022 18:40,21-04-2022 15:54,Hyderabad,20-06-2023,April,Active,UPI,SESS0212,STN181,SESS0212,USR3478,Bus,25.73,262.02,166,25.73,18.140245,73.424125,6,7.4,2022
DC Fast,02-07-2022 14:31,02-07-2022 13:35,Delhi,09-09-2021,July,Inactive,UPI,SESS0091,STN198,SESS0091,USR4602,4W,117.29,813.94,56,117.29,18.423421,74.342228,6,15,2022
AC Slow,04-03-2022 16:51,04-03-2022 16:16,Hyderabad,24-02-2022,March,Active,Wallet,SESS0067,STN185,SESS0067,USR6603,2W,194.64,1140.56,35,194.64,17.402534,73.883732,6,7.4,2022
AC Fast,13-10-2022 18:44,13-10-2022 16:17,Bangalore,11-06-2021,October,Active,UPI,SESS0229,STN166,SESS0229,USR3461,4W,236.13,1021.91,147,236.13,17.848474,76.66914,3,50,2022
DC Fast,22-04-2022 11:42,22-04-2022 09:21,Bangalore,10-05-2023,April,Inactive,Net Banking,SESS0143,STN116,SESS0143,USR5802,2W,119.14,1013.56,141,119.14,17.930564,74.737704,5,3.3,2022
AC Fast,28-05-2022 00:54,27-05-2022 23:40,Hyderabad,22-03-2022,May,Active,Wallet,SESS0217,STN116,SESS0217,USR3636,2W,272.72,2398.32,74,272.72,17.540908,72.89611,2,15,2022
AC Fast,30-07-2022 23:55,30-07-2022 23:16,Bangalore,16-01-2023,July,Active,Wallet,SESS0012,STN139,SESS0012,USR2274,Bus,24.72,184.45,39,24.72,18.875948,75.827114,5,50,2022
AC Slow,08-10-2022 09:22,08-10-2022 08:29,Pune,26-05-2021,October,Inactive,Net Banking,SESS0084,STN129,SESS0084,USR6867,2W,56.58,556.8,53,56.58,18.193453,77.770719,3,3.3,2022
AC Slow,03-09-2022 23:13,03-09-2022 22:09,Bangalore,03-05-2021,September,Inactive,Wallet,SESS0233,STN177,SESS0233,USR5444,4W,120.99,679.02,64,120.99,18.156859,74.224709,6,3.3,2022
DC Fast,21-04-2022 23:23,21-04-2022 22:24,Bangalore,14-05-2021,April,Active,Wallet,SESS0266,STN152,SESS0266,USR1800,2W,41.39,421.14,59,41.39,17.214299,77.298106,6,3.3,2022
AC Fast,29-04-2022 15:15,29-04-2022 13:15,Hyderabad,21-03-2023,April,Inactive,Net Banking,SESS0152,STN198,SESS0152,USR4581,4W,177.01,2064.66,120,177.01,18.746321,75.175188,3,7.4,2022
AC Slow,13-01-2022 09:04,13-01-2022 08:17,Delhi,06-01-2022,January,Inactive,Wallet,SESS0178,STN182,SESS0178,USR8889,2W,59.25,583.27,47,59.25,18.216644,72.877747,6,7.4,2022
AC Fast,25-06-2022 10:28,25-06-2022 09:01,Hyderabad,24-02-2022,June,Inactive,Net Banking,SESS0005,STN135,SESS0005,USR4344,Bus,120.95,798.25,87,120.95,17.407074,72.605819,3,7.4,2022
AC Fast,13-01-2022 10:50,13-01-2022 09:31,Pune,02-06-2021,January,Active,Credit Card,SESS0111,STN190,SESS0111,USR4920,2W,178.17,1972.39,79,178.17,18.815688,74.699156,3,50,2022
AC Fast,22-05-2022 02:03,21-05-2022 23:26,Delhi,03-02-2023,May,Active,UPI,SESS0161,STN107,SESS0161,USR3472,Bus,100.64,482.65,157,100.64,18.075733,74.977909,2,50,2022
DC Fast,01-06-2022 07:36,01-06-2022 04:48,Delhi,08-10-2021,June,Active,Wallet,SESS0268,STN144,SESS0268,USR1824,4W,40.48,482.63,168,40.48,17.517309,74.00592,3,3.3,2022
DC Fast,18-12-2022 03:56,18-12-2022 03:06,Hyderabad,25-08-2022,December,Inactive,Wallet,SESS0220,STN105,SESS0220,USR1455,2W,102.4,918.29,50,102.4,17.280962,73.106075,5,50,2022
AC Fast,26-01-2022 17:46,26-01-2022 15:15,Hyderabad,04-05-2023,January,Inactive,Wallet,SESS0040,STN174,SESS0040,USR7501,Bus,235.66,2571.97,151,235.66,17.305787,77.235661,6,7.4,2022
AC Slow,15-04-2022 06:16,15-04-2022 05:18,Pune,11-09-2021,April,Active,Net Banking,SESS0189,STN166,SESS0189,USR1997,Bus,233.19,2121.4,58,233.19,17.835739,75.324408,5,120,2022
DC Fast,28-11-2022 09:26,28-11-2022 07:27,Bangalore,07-03-2023,November,Inactive,Net Banking,SESS0076,STN107,SESS0076,USR9253,4W,170.29,960.76,119,170.29,17.25272,73.574214,5,15,2022
AC Slow,06-09-2022 11:03,06-09-2022 08:09,Delhi,05-07-2023,September,Active,Credit Card,SESS0168,STN120,SESS0168,USR1236,4W,25.64,211.64,174,25.64,18.235049,76.112389,3,15,2022
DC Fast,16-08-2022 08:45,16-08-2022 07:45,Pune,15-07-2022,August,Inactive,Net Banking,SESS0292,STN122,SESS0292,USR1508,Bus,9.79,61.56,60,9.79,17.899077,73.008669,6,15,2022
AC Fast,06-12-2022 07:54,06-12-2022 05:17,Bangalore,17-06-2022,December,Inactive,UPI,SESS0015,STN126,SESS0015,USR9202,Bus,113.09,550.49,157,113.09,18.433638,75.816153,3,7.4,2022
AC Slow,04-11-2022 08:33,04-11-2022 06:34,Bangalore,29-12-2022,November,Active,UPI,SESS0287,STN100,SESS0287,USR7839,3W,57.82,636.14,119,57.82,17.413964,74.96159,3,3.3,2022
DC Fast,21-07-2022 23:54,21-07-2022 21:20,Mumbai,01-06-2021,July,Inactive,Wallet,SESS0043,STN151,SESS0043,USR4175,2W,35.58,172.94,154,35.58,17.892212,73.269286,5,15,2022
DC Fast,21-04-2022 19:55,21-04-2022 19:02,Pune,07-02-2023,April,Active,Net Banking,SESS0225,STN130,SESS0225,USR6667,4W,97.01,921.05,53,97.01,17.497243,75.782463,2,50,2022
AC Fast,17-06-2022 19:23,17-06-2022 16:29,Pune,25-04-2022,June,Active,Wallet,SESS0197,STN178,SESS0197,USR4045,Bus,35.88,269.05,174,35.88,18.172253,75.165205,2,7.4,2022
AC Slow,19-03-2022 08:19,19-03-2022 05:45,Delhi,27-09-2023,March,Active,Credit Card,SESS0216,STN146,SESS0216,USR5726,2W,230.5,1452.68,154,230.5,17.482806,76.86322,5,120,2022
AC Fast,19-10-2022 14:27,19-10-2022 13:51,Pune,30-05-2023,October,Active,Net Banking,SESS0201,STN111,SESS0201,USR8809,3W,211.9,1907.72,36,211.9,18.631307,77.285135,2,3.3,2022
AC Slow,25-12-2022 09:02,25-12-2022 06:53,Mumbai,14-01-2022,December,Active,Wallet,SESS0082,STN151,SESS0082,USR6233,4W,82.35,677.84,129,82.35,17.280733,74.794692,4,15,2022
DC Fast,20-08-2022 09:51,20-08-2022 07:48,Mumbai,14-01-2021,August,Active,Wallet,SESS0102,STN148,SESS0102,USR1163,3W,140.23,716.69,123,140.23,18.977299,72.150181,2,120,2022
DC Fast,14-03-2022 12:31,14-03-2022 11:26,Mumbai,05-07-2021,March,Inactive,Net Banking,SESS0169,STN186,SESS0169,USR9215,2W,253.39,2438.23,65,253.39,18.562903,76.053815,3,120,2022
AC Slow,02-08-2022 15:50,02-08-2022 15:19,Mumbai,18-02-2022,August,Inactive,UPI,SESS0107,STN154,SESS0107,USR2219,Bus,59.64,524,31,59.64,18.319199,75.360846,2,120,2022
DC Fast,17-04-2022 15:36,17-04-2022 15:04,Delhi,10-02-2023,April,Inactive,Credit Card,SESS0116,STN105,SESS0116,USR9940,Bus,281.06,2374.53,32,281.06,17.756658,73.618208,3,50,2022
DC Fast,16-09-2022 14:34,16-09-2022 13:24,Delhi,06-12-2021,September,Active,UPI,SESS0171,STN184,SESS0171,USR8368,4W,194.59,1049.17,70,194.59,18.411301,75.519161,5,15,2022
AC Fast,30-05-2022 11:51,30-05-2022 10:49,Bangalore,18-02-2022,May,Inactive,UPI,SESS0186,STN147,SESS0186,USR7838,3W,62.55,556.74,62,62.55,17.718084,75.681639,6,15,2022
AC Fast,07-08-2022 23:43,07-08-2022 22:42,Pune,30-12-2021,August,Inactive,UPI,SESS0296,STN141,SESS0296,USR7847,2W,32.09,157.16,61,32.09,17.8312,75.302973,6,3.3,2022
DC Fast,18-01-2022 10:48,18-01-2022 07:57,Delhi,08-10-2021,January,Active,Wallet,SESS0268,STN144,SESS0268,USR1824,4W,238.45,2799.33,171,238.45,17.517309,74.00592,3,3.3,2022
DC Fast,29-09-2022 19:45,29-09-2022 18:59,Mumbai,19-06-2023,September,Inactive,Credit Card,SESS0100,STN193,SESS0100,USR3265,Bus,224.1,1277.89,46,224.1,18.671077,74.699024,5,3.3,2022
AC Slow,14-09-2022 21:08,14-09-2022 18:46,Hyderabad,11-01-2021,September,Inactive,UPI,SESS0290,STN116,SESS0290,USR6032,2W,85.25,592.18,142,85.25,17.504895,73.637198,5,50,2022
AC Slow,12-07-2022 21:03,12-07-2022 19:24,Delhi,05-07-2023,July,Active,Credit Card,SESS0168,STN120,SESS0168,USR1236,4W,285.98,1526.5,99,285.98,18.235049,76.112389,3,15,2022
DC Fast,01-06-2022 23:46,01-06-2022 21:14,Hyderabad,03-09-2022,June,Inactive,Wallet,SESS0135,STN116,SESS0135,USR5880,4W,276.8,3314.98,152,276.8,18.663258,72.537148,5,7.4,2022
DC Fast,15-07-2022 22:39,15-07-2022 21:41,Bangalore,10-05-2023,July,Inactive,Net Banking,SESS0143,STN116,SESS0143,USR5802,2W,41.43,245.93,58,41.43,17.930564,74.737704,5,3.3,2022
AC Fast,18-07-2022 07:54,18-07-2022 06:43,Mumbai,02-03-2022,July,Inactive,Credit Card,SESS0044,STN114,SESS0044,USR6705,4W,207.38,2062.47,71,207.38,17.992527,74.624207,2,50,2022
DC Fast,10-06-2022 10:30,10-06-2022 07:51,Pune,14-04-2021,June,Inactive,Net Banking,SESS0273,STN134,SESS0273,USR9462,2W,86.71,889.23,159,86.71,17.613109,74.685098,2,50,2022
AC Fast,24-05-2022 17:53,24-05-2022 16:27,Hyderabad,22-03-2022,May,Active,Wallet,SESS0217,STN116,SESS0217,USR3636,2W,299.1,3547.43,86,299.1,17.540908,72.89611,2,15,2022
DC Fast,26-07-2022 02:56,26-07-2022 00:01,Bangalore,03-06-2023,July,Inactive,Wallet,SESS0110,STN167,SESS0110,USR2018,2W,182.3,1986.26,175,182.3,18.328043,77.959413,4,7.4,2022
DC Fast,06-02-2022 11:25,06-02-2022 10:24,Hyderabad,25-08-2022,February,Inactive,Wallet,SESS0220,STN105,SESS0220,USR1455,2W,282.54,1700.86,61,282.54,17.280962,73.106075,5,50,2022
AC Fast,25-12-2022 23:22,25-12-2022 21:38,Bangalore,04-09-2021,December,Active,Wallet,SESS0142,STN114,SESS0142,USR3705,3W,124.84,1389.04,104,124.84,18.25438,73.939095,5,7.4,2022
AC Slow,24-04-2022 22:22,24-04-2022 19:30,Pune,27-01-2023,April,Active,Wallet,SESS0028,STN145,SESS0028,USR4672,2W,164.73,1616.56,172,164.73,18.274468,77.857656,3,50,2022
DC Fast,21-07-2022 08:41,21-07-2022 05:58,Hyderabad,24-05-2023,July,Inactive,UPI,SESS0293,STN143,SESS0293,USR2191,3W,291.15,2774.85,163,291.15,18.265524,77.147255,2,7.4,2022
AC Fast,22-09-2022 23:47,22-09-2022 22:54,Hyderabad,15-08-2021,September,Inactive,Wallet,SESS0059,STN117,SESS0059,USR6621,3W,187.13,1359.3,53,187.13,18.940129,76.535873,4,7.4,2022
AC Slow,09-06-2022 14:14,09-06-2022 12:41,Mumbai,21-11-2021,June,Inactive,UPI,SESS0188,STN170,SESS0188,USR6033,Bus,232.49,2777.24,93,232.49,17.415236,77.674206,2,50,2022
AC Slow,31-10-2022 15:52,31-10-2022 13:41,Pune,14-05-2021,October,Inactive,Wallet,SESS0041,STN158,SESS0041,USR6642,Bus,39.45,158.3,131,39.45,17.592908,73.266921,5,120,2022
AC Fast,01-07-2022 10:08,01-07-2022 09:20,Pune,02-08-2022,July,Inactive,Wallet,SESS0270,STN166,SESS0270,USR7631,4W,262.2,2042.62,48,262.2,17.940541,73.495452,3,120,2022
DC Fast,03-02-2022 00:14,02-02-2022 21:30,Mumbai,02-07-2021,February,Inactive,UPI,SESS0284,STN123,SESS0284,USR1574,2W,67.16,275.08,164,67.16,17.535066,75.758859,5,15,2022
AC Fast,30-07-2022 15:54,30-07-2022 13:40,Bangalore,28-04-2022,July,Active,Credit Card,SESS0177,STN137,SESS0177,USR7073,3W,118.5,1172.94,134,118.5,18.385137,72.106361,6,120,2022
DC Fast,30-10-2022 06:10,30-10-2022 05:38,Mumbai,31-12-2022,October,Inactive,UPI,SESS0198,STN155,SESS0198,USR1714,4W,250.81,2918.61,32,250.81,17.247183,72.83256,5,3.3,2022
AC Fast,13-05-2022 06:53,13-05-2022 04:26,Pune,06-08-2021,May,Active,Net Banking,SESS0021,STN101,SESS0021,USR7173,Bus,250.22,1489.81,147,250.22,17.33022,75.957603,2,15,2022
AC Fast,21-04-2022 00:21,20-04-2022 23:36,Bangalore,19-10-2021,April,Inactive,Wallet,SESS0024,STN187,SESS0024,USR9134,3W,26.48,219.62,45,26.48,17.31784,73.464087,3,50,2022
AC Fast,15-10-2022 06:47,15-10-2022 04:34,Pune,22-05-2021,October,Inactive,Wallet,SESS0224,STN101,SESS0224,USR2256,Bus,81.75,570.82,133,81.75,18.913416,73.191205,6,3.3,2022
DC Fast,03-09-2022 05:02,03-09-2022 02:14,Hyderabad,07-06-2022,September,Inactive,UPI,SESS0065,STN114,SESS0065,USR3939,2W,38.73,445.05,168,38.73,18.375783,75.112265,4,15,2022
AC Fast,03-03-2022 19:01,03-03-2022 17:32,Bangalore,16-12-2021,March,Active,Net Banking,SESS0002,STN152,SESS0002,USR5218,3W,101.62,745.32,89,101.62,17.536351,74.33164,2,15,2022
AC Fast,11-12-2022 06:53,11-12-2022 06:15,Pune,19-04-2021,December,Active,Net Banking,SESS0155,STN169,SESS0155,USR2670,Bus,148.69,1114.66,38,148.69,18.384768,72.834393,2,3.3,2022
AC Slow,25-03-2022 13:57,25-03-2022 12:33,Delhi,06-02-2021,March,Active,Credit Card,SESS0011,STN106,SESS0011,USR6379,Bus,67.48,635.97,84,67.48,18.603722,77.983656,3,15,2022
AC Slow,02-06-2022 12:20,02-06-2022 09:43,Pune,12-01-2022,June,Inactive,Wallet,SESS0215,STN129,SESS0215,USR6151,Bus,97.86,1136.72,157,97.86,17.700066,74.629885,6,50,2022
DC Fast,17-07-2022 20:52,17-07-2022 18:39,Mumbai,18-04-2021,July,Inactive,Net Banking,SESS0205,STN113,SESS0205,USR5663,Bus,232.4,2114.4,133,232.4,17.237995,73.96413,5,50,2022
AC Slow,19-02-2022 20:21,19-02-2022 18:49,Hyderabad,21-05-2023,February,Active,Credit Card,SESS0096,STN185,SESS0096,USR5992,2W,47.12,352.53,92,47.12,17.900295,73.290872,3,50,2022
DC Fast,25-06-2022 18:20,25-06-2022 17:21,Mumbai,07-08-2023,June,Active,Credit Card,SESS0162,STN103,SESS0162,USR7325,2W,196.16,1748.65,59,196.16,18.541421,76.914501,2,120,2022
AC Fast,22-09-2022 22:32,22-09-2022 20:41,Hyderabad,23-11-2021,September,Inactive,Net Banking,SESS0280,STN153,SESS0280,USR7067,3W,99.11,551.35,111,99.11,17.314206,77.949615,6,120,2022
AC Slow,27-10-2022 02:05,27-10-2022 01:07,Pune,12-01-2022,October,Inactive,Wallet,SESS0215,STN129,SESS0215,USR6151,Bus,260.22,2791.22,58,260.22,17.700066,74.629885,6,50,2022
AC Slow,01-10-2022 09:38,01-10-2022 08:46,Bangalore,21-10-2021,October,Inactive,Net Banking,SESS0136,STN147,SESS0136,USR3586,Bus,242.16,1418.79,52,242.16,18.167453,76.910978,5,3.3,2022
DC Fast,17-04-2022 11:53,17-04-2022 09:04,Hyderabad,18-06-2023,April,Inactive,UPI,SESS0237,STN174,SESS0237,USR9477,4W,183.68,1991.24,169,183.68,17.624661,77.013886,2,15,2022
AC Slow,14-12-2022 06:48,14-12-2022 05:45,Delhi,23-09-2023,December,Inactive,Credit Card,SESS0010,STN100,SESS0010,USR9433,2W,210.71,1307.74,63,210.71,17.479561,76.102331,5,15,2022
DC Fast,17-06-2022 09:32,17-06-2022 08:16,Pune,25-05-2022,June,Active,Wallet,SESS0115,STN116,SESS0115,USR2420,3W,252.87,2730.06,76,252.87,17.037352,72.670137,5,15,2022
DC Fast,26-01-2022 14:27,26-01-2022 11:59,Delhi,06-04-2023,January,Inactive,UPI,SESS0056,STN112,SESS0056,USR6630,Bus,13.89,56.45,148,13.89,17.276439,74.785573,2,50,2022
AC Slow,31-10-2022 11:37,31-10-2022 10:38,Bangalore,26-07-2023,October,Active,Wallet,SESS0195,STN153,SESS0195,USR8584,2W,44.22,477.68,59,44.22,17.310386,76.107722,4,15,2022
AC Fast,25-07-2022 20:21,25-07-2022 17:31,Delhi,09-07-2022,July,Active,Net Banking,SESS0073,STN117,SESS0073,USR1012,Bus,170.08,1218.71,170,170.08,18.320395,77.879551,2,3.3,2022
AC Slow,19-08-2022 22:32,19-08-2022 21:53,Pune,07-11-2021,August,Inactive,Net Banking,SESS0185,STN116,SESS0185,USR1820,2W,58.3,698.26,39,58.3,17.647901,73.706523,4,120,2022
DC Fast,22-03-2022 03:03,22-03-2022 02:26,Bangalore,03-06-2023,March,Inactive,Wallet,SESS0110,STN167,SESS0110,USR2018,2W,212.49,2428.22,37,212.49,18.328043,77.959413,4,7.4,2022
AC Fast,18-02-2022 10:28,18-02-2022 09:06,Delhi,15-04-2023,February,Inactive,Net Banking,SESS0006,STN172,SESS0006,USR5899,4W,158.96,1384.3,82,158.96,17.132334,72.480192,6,3.3,2022
AC Fast,31-07-2022 15:54,31-07-2022 13:04,Bangalore,11-04-2021,July,Active,Credit Card,SESS0243,STN162,SESS0243,USR8892,4W,200.57,861.24,170,200.57,17.032622,77.072344,6,120,2022
AC Fast,01-08-2022 15:22,01-08-2022 14:20,Hyderabad,12-04-2023,August,Inactive,Wallet,SESS0222,STN167,SESS0222,USR8864,2W,12.01,80.83,62,12.01,18.217011,77.201926,5,3.3,2022
AC Fast,23-01-2022 01:59,23-01-2022 00:31,Delhi,30-01-2023,January,Inactive,Credit Card,SESS0087,STN135,SESS0087,USR5072,Bus,41.46,177.45,88,41.46,17.061008,76.805597,2,120,2022
AC Slow,27-03-2022 11:05,27-03-2022 10:12,Pune,07-08-2023,March,Inactive,Wallet,SESS0207,STN159,SESS0207,USR7237,3W,279.78,3333.75,53,279.78,17.193739,74.510422,4,7.4,2022
AC Slow,06-04-2022 14:04,06-04-2022 11:08,Mumbai,16-06-2022,April,Active,Net Banking,SESS0263,STN185,SESS0263,USR7427,2W,89.68,426.26,176,89.68,17.412664,74.296028,2,3.3,2022
AC Slow,27-06-2022 08:20,27-06-2022 07:21,Pune,18-05-2023,June,Inactive,Credit Card,SESS0276,STN138,SESS0276,USR6617,3W,15.72,181.98,59,15.72,17.867195,75.578434,4,50,2022
AC Fast,01-12-2022 03:05,01-12-2022 00:35,Hyderabad,23-03-2021,December,Inactive,Wallet,SESS0209,STN160,SESS0209,USR1194,2W,106.42,1225.18,150,106.42,18.082947,72.41574,4,120,2022
DC Fast,28-06-2022 07:57,28-06-2022 06:13,Delhi,22-09-2022,June,Inactive,UPI,SESS0098,STN126,SESS0098,USR7847,Bus,132.42,1432.46,104,132.42,17.618585,75.755178,2,50,2022
DC Fast,30-05-2023 13:09,30-05-2023 10:25,Pune,14-06-2023,May,Inactive,Wallet,SESS0187,STN118,SESS0187,USR7314,Bus,77.22,885.21,164,77.22,17.841375,73.053672,5,7.4,2023
AC Slow,27-10-2023 03:56,27-10-2023 03:15,Bangalore,24-10-2022,October,Inactive,Credit Card,SESS0125,STN196,SESS0125,USR1946,4W,71.9,571.9,41,71.9,17.488221,74.475067,2,50,2023
AC Slow,16-04-2023 13:15,16-04-2023 10:19,Delhi,07-06-2021,April,Inactive,Wallet,SESS0179,STN118,SESS0179,USR7868,2W,65.66,610.61,176,65.66,18.141063,77.2598,2,3.3,2023
